predictor,outcome,adjusted,n,elicited_q,status,likelihood_estimate,likelihood_se,neutral_mean,neutral_lo,neutral_hi,neutral_p_positive,directional_mean,directional_lo,directional_hi,directional_p_positive,prior_shift_p_positive,prior_data_conflict,n_nonmissing,note
A7_tuberculum_shape_risk,chewing_worse,False,41,0.98,ok,-0.36158631190366397,0.4958798535235862,-0.18228908245774225,-0.8723682135108066,0.5077900485953221,0.3023206179645125,0.19780324803912683,-0.2825809381982376,0.6672172776595111,0.9547872501810928,0.6524666322165803,False,41,bilateral mean
A7_tuberculum_shape_risk,chewing_worse,True,35,0.98,ok,-0.6223988663235477,0.562537637185876,-0.27469344691625,-1.0071627501967946,0.4577758563642944,0.2311596345998836,0.1768504817036818,-0.4680204263833616,0.6603827637494357,0.936194520897071,0.7050348862971874,False,41,bilateral mean
A8_inclination_risk,chewing_worse,False,41,0.98,ok,0.46447472757972036,0.37001174100372997,0.30011908585182623,-0.2828283001551638,0.8830664718588161,0.8435244828383327,0.3825998048870305,0.021440071456416826,0.9039483283345389,0.9961541929595604,0.15262971012122772,False,41,validation-sensitive
A8_inclination_risk,chewing_worse,True,35,0.98,ok,0.516286618582042,0.41877258716884064,0.3034335027599828,-0.32580120086250386,0.9326682063824694,0.8277078581660056,0.39996943169913296,0.020993193456067216,0.9576750694062781,0.9956952637402415,0.16798740557423597,False,41,validation-sensitive
A9_mobility_risk,chewing_worse,False,41,0.98,ok,0.6885223509529425,0.4194838651313641,0.4040939877280601,-0.22576818204503396,1.033956157501154,0.8957016100475089,0.46751910947336806,0.03374487112870296,1.0486376878024415,0.9975802112916358,0.10187860124412684,False,41,bilateral mean
A9_mobility_risk,chewing_worse,True,35,0.98,ok,0.6039590842857848,0.437052650457971,0.3423687731102111,-0.3025799148741536,0.9873174610945756,0.8509322556145695,0.429984922712274,0.024888250493556727,1.0092507785740534,0.9963730816887871,0.1454408260742176,False,41,bilateral mean
A11_floor_of_mouth_risk,chewing_worse,False,41,0.98,ok,-0.21086081858211758,0.4215006846690984,-0.1232634713509273,-0.7548976589654466,0.5083707162635919,0.35105002678237895,0.19801877817238875,-0.1667170620738313,0.6376547378722559,0.9634066158558305,0.6123565890734516,False,41,independent factor
A11_floor_of_mouth_risk,chewing_worse,True,35,0.98,ok,-0.20833982572411255,0.5841457579429464,-0.08809648586380066,-0.8325926464464957,0.656399674718894,0.4082988284633663,0.25561323376606704,-0.07375683587695357,0.7884408508169062,0.9710892466947482,0.5627904182313819,False,41,independent factor
A12_spinae_present,chewing_worse,False,41,0.98,ok,-0.10649144764956579,0.3158431767411858,-0.0761181865935946,-0.5994853141806646,0.44724894099347534,0.38780064558084504,0.1741492541008142,-0.08247854939904291,0.5449821970210764,0.9685163195065489,0.5807156739257039,False,41,ridge indicator sensitivity
A12_spinae_present,chewing_worse,True,35,0.98,ok,0.0548206185665977,0.40159928931939776,0.033323011953216825,-0.5803558795713576,0.6470019034777912,0.5423781493795257,0.2538095797636197,0.003436971021192627,0.723115670648558,0.9828955715993046,0.44051742221977896,False,41,ridge indicator sensitivity
A13_TMJ_risk,chewing_worse,False,40,0.98,ok,-0.310069656670993,0.6718364011846857,-0.1105237759479494,-0.8966817876290168,0.6756342357331179,0.3914484317977471,0.2630994306848976,-0.11572194803481346,0.8211167560912542,0.9690687457226447,0.5776203139248977,False,40,clinical modifier
A13_TMJ_risk,chewing_worse,True,34,0.98,ok,-0.9675894983406883,1.045460161436068,-0.1801189317128405,-1.064195107580597,0.703957244154916,0.344829832583034,0.2743035490744128,-0.24962122339481693,0.8877804635562762,0.9624812253481496,0.6176513927651156,False,40,clinical modifier
A6_A7_A9_tuberculum_primary,chewing_worse,False,41,0.98,ok,0.49251732302258894,0.5072245801956085,0.24272613469285972,-0.4551782024204616,0.940630471806181,0.7522734754345317,0.3883430419208228,0.015327481240051498,0.9820411083431877,0.993233099789277,0.24095962435474527,False,41,formative primary; A8 excluded for validation inconsistency
A6_A7_A9_tuberculum_primary,chewing_worse,True,35,0.98,ok,0.3607669462142052,0.499732982420912,0.18047982994579356,-0.5122869777577105,0.8732466376492976,0.6951880690585166,0.3533059931990697,0.011253954607683027,0.9253943611344979,0.9910215036903857,0.29583343463186906,False,41,formative primary; A8 excluded for validation inconsistency
A6_A9_tuberculum_with_A8,chewing_worse,False,41,0.98,ok,0.8289299364269758,0.6366945097343168,0.3162020753301126,-0.4545285954341577,1.0869327460943827,0.7893304428221506,0.4563177815896863,0.020656788117984878,1.1250985272410037,0.9945105321925325,0.2051800893703819,False,41,sensitivity composite
A6_A9_tuberculum_with_A8,chewing_worse,True,35,0.98,ok,0.7164449957246184,0.6123460305376958,0.28659282723769336,-0.47248486675454265,1.0456705212299293,0.7703476551232049,0.435071552423429,0.018356180770251227,1.0870398850990517,0.9938740827162516,0.22352642759304664,False,41,sensitivity composite
A3_category_2_proportion,chewing_worse,False,41,,ok,-0.06111331407415839,0.44899880639104156,-0.03383155657585392,-0.6885979033812122,0.6209347902295043,0.4596677956969773,-0.03383155657585392,-0.6885979033812122,0.6209347902295043,0.4596677956969773,0.0,False,41,exploratory nominal contrast
A3_category_2_proportion,chewing_worse,True,35,,ok,-0.2873930598278526,0.5289054716853587,-0.13562904368570403,-0.8477673750559883,0.57650928768458,0.35446948430636455,-0.13562904368570403,-0.8477673750559883,0.57650928768458,0.35446948430636455,0.0,False,41,exploratory nominal contrast
A3_category_3_proportion,chewing_worse,False,41,,ok,-0.21478783508980218,0.7716681912825674,-0.06351123589835903,-0.8859415910868594,0.7589191192901411,0.4398474644583053,-0.06351123589835903,-0.8859415910868594,0.7589191192901411,0.4398474644583053,0.0,False,41,exploratory nominal contrast
A3_category_3_proportion,chewing_worse,True,35,,ok,-0.263594739033461,0.9508835779716995,-0.05709569460903806,-0.9244743873369616,0.8102829981188853,0.44867259655097425,-0.05709569460903806,-0.9244743873369616,0.8102829981188853,0.44867259655097425,0.0,False,41,exploratory nominal contrast
A3_A9_asymmetry_proportion,chewing_worse,False,41,,ok,0.11503223541856092,0.8495630279805926,0.029593868463796868,-0.814974447857968,0.8741621847855615,0.5273768715710044,0.029593868463796868,-0.814974447857968,0.8741621847855615,0.5273768715710044,0.0,False,41,exploratory asymmetry
A3_A9_asymmetry_proportion,chewing_worse,True,35,,ok,-0.48793875470043124,1.0693767057855377,-0.08753416881940382,-0.9752724746485368,0.800204137009729,0.4233778902191482,-0.08753416881940382,-0.9752724746485368,0.800204137009729,0.4233778902191482,0.0,False,41,exploratory asymmetry
