data_status,simulation_scenario,predictor,exposure_definition,outcome,outcome_definition,n,events_total,event_rate,exposed_total,exposure_prevalence,events_exposed,non_events_exposed,events_unexposed,non_events_unexposed,crude_or,crude_ci_low,crude_ci_high,adjusted_or,adjusted_ci_low,adjusted_ci_high,p_value,adjustment_set,q_value_global_132_tests,q_value_within_outcome_22_tests,fdr_significant_global_0_05
SYNTHETIC_SIMULATION_RESULT_NOT_EMPIRICAL_EVIDENCE,NULL_ANATOMY_EFFECT_PIPELINE_TEST,A5_jobb,"A5_jobb in {1,3} vs 2",gohai_meaningful_improvement,Anchor-alapu szamottevo GOHAI javulas,1000,637,0.637,442,0.442,274,168,363,195,0.8761314443132625,0.6761015830157509,1.1353416808914065,0.902979112437336,0.6893384159820054,1.182831623182602,0.45873795135761575,age_per_10y + gender + denture_type + baseline_outcome,0.966867414495252,0.9294181692713462,0
SYNTHETIC_SIMULATION_RESULT_NOT_EMPIRICAL_EVIDENCE,NULL_ANATOMY_EFFECT_PIPELINE_TEST,A5_bal,"A5_bal in {1,3} vs 2",gohai_meaningful_improvement,Anchor-alapu szamottevo GOHAI javulas,1000,637,0.637,448,0.448,291,157,346,206,1.1035307978351312,0.8511713345408427,1.4307110359015587,1.1607913804609165,0.8860084886489746,1.5207942657603561,0.2793297175085667,age_per_10y + gender + denture_type + baseline_outcome,0.966867414495252,0.9294181692713462,0
SYNTHETIC_SIMULATION_RESULT_NOT_EMPIRICAL_EVIDENCE,NULL_ANATOMY_EFFECT_PIPELINE_TEST,A6_jobb,"A6_jobb in {2,3} vs 1",gohai_meaningful_improvement,Anchor-alapu szamottevo GOHAI javulas,1000,637,0.637,415,0.415,268,147,369,216,1.0671976107516177,0.8211894750132966,1.386903723255245,1.075430173024145,0.8179194509403765,1.4140146144232613,0.6025551197997607,age_per_10y + gender + denture_type + baseline_outcome,0.966867414495252,0.9294181692713462,0
SYNTHETIC_SIMULATION_RESULT_NOT_EMPIRICAL_EVIDENCE,NULL_ANATOMY_EFFECT_PIPELINE_TEST,A6_bal,"A6_bal in {2,3} vs 1",gohai_meaningful_improvement,Anchor-alapu szamottevo GOHAI javulas,1000,637,0.637,407,0.407,259,148,378,215,0.9953703703703703,0.7656913290824934,1.293944617863769,1.0199224241188956,0.7766434733185508,1.3394070599417698,0.8871718888499214,age_per_10y + gender + denture_type + baseline_outcome,0.9678238787453687,0.9294181692713462,0
SYNTHETIC_SIMULATION_RESULT_NOT_EMPIRICAL_EVIDENCE,NULL_ANATOMY_EFFECT_PIPELINE_TEST,A7_jobb,"A7_jobb in {2,3} vs 1",gohai_meaningful_improvement,Anchor-alapu szamottevo GOHAI javulas,1000,637,0.637,440,0.44,284,156,353,207,1.0675528437568098,0.8231484835361781,1.384524295443426,1.0761774621446822,0.8216982212199369,1.409468707755879,0.5938040970919372,age_per_10y + gender + denture_type + baseline_outcome,0.966867414495252,0.9294181692713462,0
SYNTHETIC_SIMULATION_RESULT_NOT_EMPIRICAL_EVIDENCE,NULL_ANATOMY_EFFECT_PIPELINE_TEST,A7_bal,"A7_bal in {2,3} vs 1",gohai_meaningful_improvement,Anchor-alapu szamottevo GOHAI javulas,1000,637,0.637,406,0.406,263,143,374,220,1.0818593171534348,0.8316142172158156,1.4074068935836335,1.1655758028762997,0.8860071172207833,1.5333589604926285,0.2735206773313317,age_per_10y + gender + denture_type + baseline_outcome,0.966867414495252,0.9294181692713462,0
SYNTHETIC_SIMULATION_RESULT_NOT_EMPIRICAL_EVIDENCE,NULL_ANATOMY_EFFECT_PIPELINE_TEST,A8_jobb,"A8_jobb in {2,3} vs 1",gohai_meaningful_improvement,Anchor-alapu szamottevo GOHAI javulas,1000,637,0.637,331,0.331,220,111,417,252,1.1977445070970252,0.9082857306856726,1.5794500076513478,1.2463001460426673,0.9353756595329962,1.660577799086059,0.13265673904378172,age_per_10y + gender + denture_type + baseline_outcome,0.966867414495252,0.9294181692713462,0
SYNTHETIC_SIMULATION_RESULT_NOT_EMPIRICAL_EVIDENCE,NULL_ANATOMY_EFFECT_PIPELINE_TEST,A8_bal,"A8_bal in {2,3} vs 1",gohai_meaningful_improvement,Anchor-alapu szamottevo GOHAI javulas,1000,637,0.637,366,0.366,231,135,406,228,0.960919540229885,0.7356003947996623,1.2552553931772814,0.946600811329258,0.7172419664695245,1.2493037745962434,0.6982763551256168,age_per_10y + gender + denture_type + baseline_outcome,0.966867414495252,0.9294181692713462,0
SYNTHETIC_SIMULATION_RESULT_NOT_EMPIRICAL_EVIDENCE,NULL_ANATOMY_EFFECT_PIPELINE_TEST,A9_jobb,"A9_jobb in {2,3} vs 1",gohai_meaningful_improvement,Anchor-alapu szamottevo GOHAI javulas,1000,637,0.637,378,0.378,242,136,395,227,1.0225986597170513,0.7837384752481115,1.334256326415601,1.0251808350080827,0.777201306650019,1.3522825238135416,0.8602837191313275,age_per_10y + gender + denture_type + baseline_outcome,0.9678238787453687,0.9294181692713462,0
SYNTHETIC_SIMULATION_RESULT_NOT_EMPIRICAL_EVIDENCE,NULL_ANATOMY_EFFECT_PIPELINE_TEST,A9_bal,"A9_bal in {2,3} vs 1",gohai_meaningful_improvement,Anchor-alapu szamottevo GOHAI javulas,1000,637,0.637,388,0.388,258,130,379,233,1.2200933631012787,0.9345859583290399,1.5928206511312544,1.2657775959782058,0.9589119889164749,1.670844604092153,0.09615562286641147,age_per_10y + gender + denture_type + baseline_outcome,0.966867414495252,0.9294181692713462,0
SYNTHETIC_SIMULATION_RESULT_NOT_EMPIRICAL_EVIDENCE,NULL_ANATOMY_EFFECT_PIPELINE_TEST,A11,"A11 in {1,3} vs 2",gohai_meaningful_improvement,Anchor-alapu szamottevo GOHAI javulas,1000,637,0.637,296,0.296,189,107,448,256,1.0093457943925233,0.7609373819290748,1.3388472650339998,1.036235391988108,0.7721946340606487,1.3905610583722499,0.8125016150958322,age_per_10y + gender + denture_type + baseline_outcome,0.966867414495252,0.9294181692713462,0
SYNTHETIC_SIMULATION_RESULT_NOT_EMPIRICAL_EVIDENCE,NULL_ANATOMY_EFFECT_PIPELINE_TEST,A12,"A12 in {2,3} vs 1",gohai_meaningful_improvement,Anchor-alapu szamottevo GOHAI javulas,1000,637,0.637,451,0.451,286,165,351,198,0.9777777777777777,0.7547000431371486,1.2667938625548885,0.9670082484625633,0.7388933790614761,1.2655478843001426,0.8069304831188675,age_per_10y + gender + denture_type + baseline_outcome,0.966867414495252,0.9294181692713462,0
SYNTHETIC_SIMULATION_RESULT_NOT_EMPIRICAL_EVIDENCE,NULL_ANATOMY_EFFECT_PIPELINE_TEST,A13,"A13 in {2,3} vs 1",gohai_meaningful_improvement,Anchor-alapu szamottevo GOHAI javulas,1000,637,0.637,295,0.295,187,108,450,255,0.9811728395061728,0.7398215365117166,1.3012599572645176,0.9104687928663227,0.6787581325846613,1.2212795441976727,0.5313525078025718,age_per_10y + gender + denture_type + baseline_outcome,0.966867414495252,0.9294181692713462,0
SYNTHETIC_SIMULATION_RESULT_NOT_EMPIRICAL_EVIDENCE,NULL_ANATOMY_EFFECT_PIPELINE_TEST,A14,A14 >= 2 vs A14 = 1 (protetikai szituacio),gohai_meaningful_improvement,Anchor-alapu szamottevo GOHAI javulas,1000,637,0.637,700,0.7,446,254,191,109,1.002061260667024,0.7564043640678584,1.3274999693675795,0.950432305266659,0.7094179100894534,1.2733278284172331,0.733339598637185,age_per_10y + gender + denture_type + baseline_outcome,0.966867414495252,0.9294181692713462,0
SYNTHETIC_SIMULATION_RESULT_NOT_EMPIRICAL_EVIDENCE,NULL_ANATOMY_EFFECT_PIPELINE_TEST,F5,F5 >= 2 vs F5 = 1,gohai_meaningful_deterioration,Anchor-alapu szamottevo GOHAI romlas,1000,174,0.174,374,0.374,66,308,108,518,1.0277777777777777,0.7336347541908943,1.4398543068734813,1.017471292334897,0.7230461542113439,1.431786649712331,0.9208390340239622,age_per_10y + gender + denture_type + baseline_outcome,0.9750797117954364,0.9465671567413572,0
SYNTHETIC_SIMULATION_RESULT_NOT_EMPIRICAL_EVIDENCE,NULL_ANATOMY_EFFECT_PIPELINE_TEST,F7,F7 >= 2 vs F7 = 1,gohai_meaningful_deterioration,Anchor-alapu szamottevo GOHAI romlas,1000,174,0.174,345,0.345,59,286,115,540,0.9686834904226208,0.6860032642748461,1.3678472880289445,0.9346704057633881,0.6588463439206549,1.3259673905318135,0.7049425267183485,age_per_10y + gender + denture_type + baseline_outcome,0.966867414495252,0.9465671567413572,0
SYNTHETIC_SIMULATION_RESULT_NOT_EMPIRICAL_EVIDENCE,NULL_ANATOMY_EFFECT_PIPELINE_TEST,F8,F8 >= 2 vs F8 = 1,gohai_meaningful_deterioration,Anchor-alapu szamottevo GOHAI romlas,1000,174,0.174,482,0.482,80,402,94,424,0.8976394622631523,0.6467044780160428,1.2459425156355461,0.8941316190151198,0.641484213304199,1.2462837518707277,0.5089460200564249,age_per_10y + gender + denture_type + baseline_outcome,0.966867414495252,0.9465671567413572,0
SYNTHETIC_SIMULATION_RESULT_NOT_EMPIRICAL_EVIDENCE,NULL_ANATOMY_EFFECT_PIPELINE_TEST,A1_Kaan,A1_Kaan >= 2 vs A1_Kaan = 1,gohai_meaningful_deterioration,Anchor-alapu szamottevo GOHAI romlas,1000,174,0.174,437,0.437,72,365,102,461,0.891539081385979,0.6400031831283646,1.2419343443783075,0.8719151776977864,0.6231346796225472,1.2200188850992242,0.42389152271304287,age_per_10y + gender + denture_type + baseline_outcome,0.966867414495252,0.9465671567413572,0
SYNTHETIC_SIMULATION_RESULT_NOT_EMPIRICAL_EVIDENCE,NULL_ANATOMY_EFFECT_PIPELINE_TEST,A3_jobb,"A3_jobb in {2,3} vs 1",gohai_meaningful_deterioration,Anchor-alapu szamottevo GOHAI romlas,1000,174,0.174,398,0.398,51,347,123,479,0.5723624095030576,0.4015381001980745,0.8158596348653959,0.582707244194422,0.40724161003307036,0.8337746538451327,0.003132176310001881,age_per_10y + gender + denture_type + baseline_outcome,0.4134472729202483,0.06890787882004137,0
SYNTHETIC_SIMULATION_RESULT_NOT_EMPIRICAL_EVIDENCE,NULL_ANATOMY_EFFECT_PIPELINE_TEST,A3_bal,"A3_bal in {2,3} vs 1",gohai_meaningful_deterioration,Anchor-alapu szamottevo GOHAI romlas,1000,174,0.174,376,0.376,67,309,107,517,1.0476665759307988,0.7484562160646273,1.4664922687044513,1.087511540547625,0.7735332111281122,1.5289341605636548,0.6293507778145617,age_per_10y + gender + denture_type + baseline_outcome,0.966867414495252,0.9465671567413572,0
SYNTHETIC_SIMULATION_RESULT_NOT_EMPIRICAL_EVIDENCE,NULL_ANATOMY_EFFECT_PIPELINE_TEST,A4_jobb,"A4_jobb in {2,3} vs 1",gohai_meaningful_deterioration,Anchor-alapu szamottevo GOHAI romlas,1000,174,0.174,270,0.27,36,234,138,592,0.6599777034559643,0.44381151598936736,0.9814314261044186,0.6342463217441242,0.4245454970061432,0.9475271778471608,0.026206740367285205,age_per_10y + gender + denture_type + baseline_outcome,0.8648224321204118,0.28827414404013724,0
SYNTHETIC_SIMULATION_RESULT_NOT_EMPIRICAL_EVIDENCE,NULL_ANATOMY_EFFECT_PIPELINE_TEST,A4_bal,"A4_bal in {2,3} vs 1",gohai_meaningful_deterioration,Anchor-alapu szamottevo GOHAI romlas,1000,174,0.174,275,0.275,53,222,121,604,1.1917206462661007,0.8334112297719464,1.704078428515433,1.2124291385539552,0.8441277982472098,1.7414240107564716,0.2970848902632396,age_per_10y + gender + denture_type + baseline_outcome,0.966867414495252,0.9465671567413572,0
SYNTHETIC_SIMULATION_RESULT_NOT_EMPIRICAL_EVIDENCE,NULL_ANATOMY_EFFECT_PIPELINE_TEST,A5_jobb,"A5_jobb in {1,3} vs 2",gohai_meaningful_deterioration,Anchor-alapu szamottevo GOHAI romlas,1000,174,0.174,442,0.442,81,361,93,465,1.1218836565096952,0.8080972992685981,1.557514101188969,1.1141274786339574,0.7984821726148387,1.5545494705064777,0.5248630140236829,age_per_10y + gender + denture_type + baseline_outcome,0.966867414495252,0.9465671567413572,0
SYNTHETIC_SIMULATION_RESULT_NOT_EMPIRICAL_EVIDENCE,NULL_ANATOMY_EFFECT_PIPELINE_TEST,A5_bal,"A5_bal in {1,3} vs 2",gohai_meaningful_deterioration,Anchor-alapu szamottevo GOHAI romlas,1000,174,0.174,448,0.448,78,370,96,456,1.0013513513513514,0.7207971633196774,1.3911049874768624,0.9761157244309788,0.6996463205964325,1.3618336571386134,0.8868581289994115,age_per_10y + gender + denture_type + baseline_outcome,0.9678238787453687,0.9465671567413572,0
SYNTHETIC_SIMULATION_RESULT_NOT_EMPIRICAL_EVIDENCE,NULL_ANATOMY_EFFECT_PIPELINE_TEST,A6_jobb,"A6_jobb in {2,3} vs 1",gohai_meaningful_deterioration,Anchor-alapu szamottevo GOHAI romlas,1000,174,0.174,415,0.415,62,353,112,473,0.7417543504653986,0.5282184723755332,1.0416135466826022,0.7450141947414732,0.527639201331504,1.0519425944198613,0.09446995986757532,age_per_10y + gender + denture_type + baseline_outcome,0.966867414495252,0.6927797056955524,0
SYNTHETIC_SIMULATION_RESULT_NOT_EMPIRICAL_EVIDENCE,NULL_ANATOMY_EFFECT_PIPELINE_TEST,A6_bal,"A6_bal in {2,3} vs 1",gohai_meaningful_deterioration,Anchor-alapu szamottevo GOHAI romlas,1000,174,0.174,407,0.407,68,339,106,487,0.9215784493794178,0.6595049813532352,1.2877944251730797,0.894416210725761,0.6374027042906915,1.255062698391366,0.5185554923036371,age_per_10y + gender + denture_type + baseline_outcome,0.966867414495252,0.9465671567413572,0
SYNTHETIC_SIMULATION_RESULT_NOT_EMPIRICAL_EVIDENCE,NULL_ANATOMY_EFFECT_PIPELINE_TEST,A7_jobb,"A7_jobb in {2,3} vs 1",gohai_meaningful_deterioration,Anchor-alapu szamottevo GOHAI romlas,1000,174,0.174,440,0.44,79,361,95,465,1.071147397579822,0.7711628929397328,1.4878267067133017,1.0801723107171153,0.7747758182976331,1.5059481636941487,0.6492043284554098,age_per_10y + gender + denture_type + baseline_outcome,0.966867414495252,0.9465671567413572,0
SYNTHETIC_SIMULATION_RESULT_NOT_EMPIRICAL_EVIDENCE,NULL_ANATOMY_EFFECT_PIPELINE_TEST,A7_bal,"A7_bal in {2,3} vs 1",gohai_meaningful_deterioration,Anchor-alapu szamottevo GOHAI romlas,1000,174,0.174,406,0.406,73,333,101,493,1.07005024826807,0.7680194805351624,1.4908574103103576,1.016648241531444,0.7262030773198941,1.4232570465322962,0.9233709392002238,age_per_10y + gender + denture_type + baseline_outcome,0.9750797117954364,0.9465671567413572,0
SYNTHETIC_SIMULATION_RESULT_NOT_EMPIRICAL_EVIDENCE,NULL_ANATOMY_EFFECT_PIPELINE_TEST,A8_jobb,"A8_jobb in {2,3} vs 1",gohai_meaningful_deterioration,Anchor-alapu szamottevo GOHAI romlas,1000,174,0.174,331,0.331,59,272,115,554,1.0449488491048593,0.7394651586930675,1.4766322448179015,1.037505308015799,0.7313786376415415,1.4717647040280717,0.8364834766327078,age_per_10y + gender + denture_type + baseline_outcome,0.9678238787453687,0.9465671567413572,0
SYNTHETIC_SIMULATION_RESULT_NOT_EMPIRICAL_EVIDENCE,NULL_ANATOMY_EFFECT_PIPELINE_TEST,A8_bal,"A8_bal in {2,3} vs 1",gohai_meaningful_deterioration,Anchor-alapu szamottevo GOHAI romlas,1000,174,0.174,366,0.366,65,301,109,525,1.0401109451674846,0.7416029450800962,1.4587735734252727,1.0456881872723753,0.7424070451265633,1.4728628885984993,0.7982361967089092,age_per_10y + gender + denture_type + baseline_outcome,0.966867414495252,0.9465671567413572,0
SYNTHETIC_SIMULATION_RESULT_NOT_EMPIRICAL_EVIDENCE,NULL_ANATOMY_EFFECT_PIPELINE_TEST,A9_jobb,"A9_jobb in {2,3} vs 1",gohai_meaningful_deterioration,Anchor-alapu szamottevo GOHAI romlas,1000,174,0.174,378,0.378,63,315,111,511,0.9207207207207208,0.6556309122300353,1.292993709953458,0.9159722973282012,0.648863484848276,1.2930381645206734,0.617805405898042,age_per_10y + gender + denture_type + baseline_outcome,0.966867414495252,0.9465671567413572,0
SYNTHETIC_SIMULATION_RESULT_NOT_EMPIRICAL_EVIDENCE,NULL_ANATOMY_EFFECT_PIPELINE_TEST,A9_bal,"A9_bal in {2,3} vs 1",gohai_meaningful_deterioration,Anchor-alapu szamottevo GOHAI romlas,1000,174,0.174,388,0.388,60,328,114,498,0.7991014120667522,0.567485012771239,1.1252509800192572,0.7710764614641825,0.5448198722644328,1.091294462063144,0.14238317805902928,age_per_10y + gender + denture_type + baseline_outcome,0.966867414495252,0.7831074793246611,0
SYNTHETIC_SIMULATION_RESULT_NOT_EMPIRICAL_EVIDENCE,NULL_ANATOMY_EFFECT_PIPELINE_TEST,A11,"A11 in {1,3} vs 2",gohai_meaningful_deterioration,Anchor-alapu szamottevo GOHAI romlas,1000,174,0.174,296,0.296,47,249,127,577,0.8575720203649243,0.5946352020183097,1.2367746941596862,0.8503064709829714,0.5865153859964518,1.2327402006123824,0.3921347094588987,age_per_10y + gender + denture_type + baseline_outcome,0.966867414495252,0.9465671567413572,0
SYNTHETIC_SIMULATION_RESULT_NOT_EMPIRICAL_EVIDENCE,NULL_ANATOMY_EFFECT_PIPELINE_TEST,A12,"A12 in {2,3} vs 1",gohai_meaningful_deterioration,Anchor-alapu szamottevo GOHAI romlas,1000,174,0.174,451,0.451,76,375,98,451,0.9326802721088435,0.6709230881617928,1.2965606719011171,0.9456249243378899,0.6774803875254689,1.3199001978421459,0.7424502639925339,age_per_10y + gender + denture_type + baseline_outcome,0.966867414495252,0.9465671567413572,0
SYNTHETIC_SIMULATION_RESULT_NOT_EMPIRICAL_EVIDENCE,NULL_ANATOMY_EFFECT_PIPELINE_TEST,A13,"A13 in {2,3} vs 1",gohai_meaningful_deterioration,Anchor-alapu szamottevo GOHAI romlas,1000,174,0.174,295,0.295,50,245,124,581,0.956221198156682,0.6666658749007951,1.3715400986142634,0.987581253318935,0.6852582663751571,1.4232834243155903,0.9465671567413572,age_per_10y + gender + denture_type + baseline_outcome,0.9832183897815071,0.9465671567413572,0
SYNTHETIC_SIMULATION_RESULT_NOT_EMPIRICAL_EVIDENCE,NULL_ANATOMY_EFFECT_PIPELINE_TEST,A14,A14 >= 2 vs A14 = 1 (protetikai szituacio),gohai_meaningful_deterioration,Anchor-alapu szamottevo GOHAI romlas,1000,174,0.174,700,0.7,122,578,52,248,1.0066542454085707,0.7043765383410033,1.4386520768931599,1.0541451939833972,0.7341314289878315,1.513655520143537,0.775142273536991,age_per_10y + gender + denture_type + baseline_outcome,0.966867414495252,0.9465671567413572,0
SYNTHETIC_SIMULATION_RESULT_NOT_EMPIRICAL_EVIDENCE,NULL_ANATOMY_EFFECT_PIPELINE_TEST,F5,F5 >= 2 vs F5 = 1,mai_meaningful_improvement,Anchor-alapu szamottevo MAI javulas,1000,405,0.405,374,0.374,145,229,260,366,0.8913335572724219,0.6860260171530022,1.1580836447238132,0.8944344017207908,0.6879254104180441,1.1629355259539993,0.40486820159699943,age_per_10y + gender + denture_type + baseline_outcome,0.966867414495252,0.9279847737135838,0
SYNTHETIC_SIMULATION_RESULT_NOT_EMPIRICAL_EVIDENCE,NULL_ANATOMY_EFFECT_PIPELINE_TEST,F7,F7 >= 2 vs F7 = 1,mai_meaningful_improvement,Anchor-alapu szamottevo MAI javulas,1000,405,0.405,345,0.345,143,202,262,393,1.061881188118812,0.814535882149937,1.384336383934841,1.0648496715646627,0.8162767483582003,1.3891181211666552,0.6431760572910141,age_per_10y + gender + denture_type + baseline_outcome,0.966867414495252,0.9279847737135838,0
SYNTHETIC_SIMULATION_RESULT_NOT_EMPIRICAL_EVIDENCE,NULL_ANATOMY_EFFECT_PIPELINE_TEST,F8,F8 >= 2 vs F8 = 1,mai_meaningful_improvement,Anchor-alapu szamottevo MAI javulas,1000,405,0.405,482,0.482,200,282,205,313,1.082857637087009,0.8410790892627288,1.3941384076324128,1.081884916523142,0.8395165743276534,1.3942249723153923,0.5430588152825062,age_per_10y + gender + denture_type + baseline_outcome,0.966867414495252,0.9279847737135838,0
SYNTHETIC_SIMULATION_RESULT_NOT_EMPIRICAL_EVIDENCE,NULL_ANATOMY_EFFECT_PIPELINE_TEST,A1_Kaan,A1_Kaan >= 2 vs A1_Kaan = 1,mai_meaningful_improvement,Anchor-alapu szamottevo MAI javulas,1000,405,0.405,437,0.437,186,251,219,344,1.1640015281340392,0.9026365929042537,1.5010465653059317,1.1501522066657102,0.8910961992899508,1.4845199649062408,0.28263656468486087,age_per_10y + gender + denture_type + baseline_outcome,0.966867414495252,0.9279847737135838,0
SYNTHETIC_SIMULATION_RESULT_NOT_EMPIRICAL_EVIDENCE,NULL_ANATOMY_EFFECT_PIPELINE_TEST,A3_jobb,"A3_jobb in {2,3} vs 1",mai_meaningful_improvement,Anchor-alapu szamottevo MAI javulas,1000,405,0.405,398,0.398,158,240,247,355,0.9461875843454791,0.7308344923035528,1.2249982098514332,0.9400118029039244,0.7254000119356347,1.2181171423486148,0.6399011102451309,age_per_10y + gender + denture_type + baseline_outcome,0.966867414495252,0.9279847737135838,0
SYNTHETIC_SIMULATION_RESULT_NOT_EMPIRICAL_EVIDENCE,NULL_ANATOMY_EFFECT_PIPELINE_TEST,A3_bal,"A3_bal in {2,3} vs 1",mai_meaningful_improvement,Anchor-alapu szamottevo MAI javulas,1000,405,0.405,376,0.376,141,235,264,360,0.8181818181818182,0.6293943283583291,1.0635963138552282,0.8228252709844437,0.6322557179149516,1.0708348021009055,0.1468332741336212,age_per_10y + gender + denture_type + baseline_outcome,0.966867414495252,0.9279847737135838,0
SYNTHETIC_SIMULATION_RESULT_NOT_EMPIRICAL_EVIDENCE,NULL_ANATOMY_EFFECT_PIPELINE_TEST,A4_jobb,"A4_jobb in {2,3} vs 1",mai_meaningful_improvement,Anchor-alapu szamottevo MAI javulas,1000,405,0.405,270,0.27,108,162,297,433,0.9719416386083053,0.7310862894813946,1.2921464435213408,0.9725190473276519,0.7305358921685751,1.2946568506134903,0.8486122635172326,age_per_10y + gender + denture_type + baseline_outcome,0.9678238787453687,0.9279847737135838,0
SYNTHETIC_SIMULATION_RESULT_NOT_EMPIRICAL_EVIDENCE,NULL_ANATOMY_EFFECT_PIPELINE_TEST,A4_bal,"A4_bal in {2,3} vs 1",mai_meaningful_improvement,Anchor-alapu szamottevo MAI javulas,1000,405,0.405,275,0.275,110,165,295,430,0.9717514124293786,0.7321390053430081,1.2897834983072456,0.9645615905193738,0.7260844579836501,1.2813647939648012,0.8033586296552789,age_per_10y + gender + denture_type + baseline_outcome,0.966867414495252,0.9279847737135838,0
SYNTHETIC_SIMULATION_RESULT_NOT_EMPIRICAL_EVIDENCE,NULL_ANATOMY_EFFECT_PIPELINE_TEST,A5_jobb,"A5_jobb in {1,3} vs 2",mai_meaningful_improvement,Anchor-alapu szamottevo MAI javulas,1000,405,0.405,442,0.442,178,264,227,331,0.9831464423975437,0.7623982220432236,1.2678110982584996,0.9814438691294639,0.7600663044591596,1.2673000534304957,0.8858036476356936,age_per_10y + gender + denture_type + baseline_outcome,0.9678238787453687,0.9279847737135838,0
SYNTHETIC_SIMULATION_RESULT_NOT_EMPIRICAL_EVIDENCE,NULL_ANATOMY_EFFECT_PIPELINE_TEST,A5_bal,"A5_bal in {1,3} vs 2",mai_meaningful_improvement,Anchor-alapu szamottevo MAI javulas,1000,405,0.405,448,0.448,185,263,220,332,1.061527825786381,0.8235982027124142,1.3681930353996097,1.0650320438035883,0.8255341044041077,1.3740113803623062,0.6278338079181498,age_per_10y + gender + denture_type + baseline_outcome,0.966867414495252,0.9279847737135838,0
SYNTHETIC_SIMULATION_RESULT_NOT_EMPIRICAL_EVIDENCE,NULL_ANATOMY_EFFECT_PIPELINE_TEST,A6_jobb,"A6_jobb in {2,3} vs 1",mai_meaningful_improvement,Anchor-alapu szamottevo MAI javulas,1000,405,0.405,415,0.415,175,240,230,355,1.1254528985507246,0.8713510729589844,1.453655439425677,1.1406693296199448,0.8812616441580385,1.4764361165164706,0.317413376997455,age_per_10y + gender + denture_type + baseline_outcome,0.966867414495252,0.9279847737135838,0
SYNTHETIC_SIMULATION_RESULT_NOT_EMPIRICAL_EVIDENCE,NULL_ANATOMY_EFFECT_PIPELINE_TEST,A6_bal,"A6_bal in {2,3} vs 1",mai_meaningful_improvement,Anchor-alapu szamottevo MAI javulas,1000,405,0.405,407,0.407,174,233,231,362,1.1702803634134107,0.9054821734872912,1.5125158386237925,1.1616478216411985,0.8981143552889674,1.5025098458531658,0.25370216714967886,age_per_10y + gender + denture_type + baseline_outcome,0.966867414495252,0.9279847737135838,0
SYNTHETIC_SIMULATION_RESULT_NOT_EMPIRICAL_EVIDENCE,NULL_ANATOMY_EFFECT_PIPELINE_TEST,A7_jobb,"A7_jobb in {2,3} vs 1",mai_meaningful_improvement,Anchor-alapu szamottevo MAI javulas,1000,405,0.405,440,0.44,178,262,227,333,0.9966371859972425,0.7727969949562757,1.2853125555550349,0.9994625722438196,0.7744592891321542,1.2898359504934223,0.9967039487135895,age_per_10y + gender + denture_type + baseline_outcome,0.9971355368331474,0.9967039487135895,0
SYNTHETIC_SIMULATION_RESULT_NOT_EMPIRICAL_EVIDENCE,NULL_ANATOMY_EFFECT_PIPELINE_TEST,A7_bal,"A7_bal in {2,3} vs 1",mai_meaningful_improvement,Anchor-alapu szamottevo MAI javulas,1000,405,0.405,406,0.406,167,239,238,356,1.045181252417285,0.8083722118971296,1.3513624470599437,1.0395574189009498,0.8035480777752257,1.344884838980724,0.7677847584895838,age_per_10y + gender + denture_type + baseline_outcome,0.966867414495252,0.9279847737135838,0
SYNTHETIC_SIMULATION_RESULT_NOT_EMPIRICAL_EVIDENCE,NULL_ANATOMY_EFFECT_PIPELINE_TEST,A8_jobb,"A8_jobb in {2,3} vs 1",mai_meaningful_improvement,Anchor-alapu szamottevo MAI javulas,1000,405,0.405,331,0.331,137,194,268,401,1.0566433297430373,0.8083352872181335,1.3812277453986257,1.0607299731965765,0.8109431413091752,1.3874561836988797,0.6669439074437276,age_per_10y + gender + denture_type + baseline_outcome,0.966867414495252,0.9279847737135838,0
SYNTHETIC_SIMULATION_RESULT_NOT_EMPIRICAL_EVIDENCE,NULL_ANATOMY_EFFECT_PIPELINE_TEST,A8_bal,"A8_bal in {2,3} vs 1",mai_meaningful_improvement,Anchor-alapu szamottevo MAI javulas,1000,405,0.405,366,0.366,146,220,259,375,0.9608634608634609,0.7391034304495646,1.2491602019231995,0.9652508357838876,0.7418428941858599,1.255938667450611,0.7923055093073532,age_per_10y + gender + denture_type + baseline_outcome,0.966867414495252,0.9279847737135838,0
SYNTHETIC_SIMULATION_RESULT_NOT_EMPIRICAL_EVIDENCE,NULL_ANATOMY_EFFECT_PIPELINE_TEST,A9_jobb,"A9_jobb in {2,3} vs 1",mai_meaningful_improvement,Anchor-alapu szamottevo MAI javulas,1000,405,0.405,378,0.378,134,244,271,351,0.7112999818522775,0.5464280218136043,0.925918225247309,0.7160475323379322,0.5493260349927214,0.9333693215069182,0.013516910240368987,age_per_10y + gender + denture_type + baseline_outcome,0.8648224321204118,0.29737202528811774,0
SYNTHETIC_SIMULATION_RESULT_NOT_EMPIRICAL_EVIDENCE,NULL_ANATOMY_EFFECT_PIPELINE_TEST,A9_bal,"A9_bal in {2,3} vs 1",mai_meaningful_improvement,Anchor-alapu szamottevo MAI javulas,1000,405,0.405,388,0.388,161,227,244,368,1.069690185599769,0.8257923345477841,1.3856232920775038,1.071098886467499,0.8259911385031696,1.38894083860382,0.6044186191916989,age_per_10y + gender + denture_type + baseline_outcome,0.966867414495252,0.9279847737135838,0
