predictor,outcome,outcome_scale,adjusted,n,status,likelihood_estimate,likelihood_se,likelihood_lo,likelihood_hi,neutral_post_mean,neutral_post_sd,neutral_post_lo,neutral_post_hi,neutral_post_p_expected_direction,neutral_post_p_rope_abs_lt_0_1,n_nonmissing,n_unique,certainty,elicited_q,note
A3_category_3_proportion,GOHAI_worse_rank,rank_normal,False,41,ok,-0.1452316227164073,0.6132842027650082,-1.3472686601358232,1.0568054147030088,-0.057988963580006644,0.387528686688285,-0.817531232465152,0.7015533053051387,0.4405251680324249,0.201410685279435,41,3,exploratory,,proportion of sides in category 3; category 1 reference
A3_category_3_proportion,GOHAI_worse_rank,rank_normal,True,35,ok,0.03234839312457487,0.7095405870418262,-1.3583511574774043,1.4230479437265542,0.010733454662408316,0.4087150687778064,-0.7903333600809036,0.8118002694057199,0.5104756028437445,0.193222121605301,41,3,exploratory,,proportion of sides in category 3; category 1 reference
A4_any_torus,MAI_worse,raw_z,False,34,ok,-0.0974875265175499,0.45392185665652174,-0.9871743655643325,0.7921993125292327,-0.053441828883240776,0.33608352617292164,-0.712153435979392,0.6052697782129103,0.4368291058466238,0.23109566488218924,40,2,strong,0.98,any side vs none
A4_any_torus,MAI_worse,raw_z,True,31,ok,0.05039204901524688,0.5601104500692006,-1.0474244331203861,1.14820853115088,0.02234784858266912,0.37300145562655157,-0.7087215706263872,0.7534172677917254,0.5238877637375468,0.21100411476488823,40,2,strong,0.98,any side vs none
A4_any_torus,MAI_worse_rank,rank_normal,False,34,ok,-0.2139156552309222,0.4885393337782591,-1.17145274943631,0.7436214389744655,-0.10943753313941353,0.3494309739461976,-0.794309657156715,0.5754345908778877,0.37706897688403046,0.2147626041524482,40,2,strong,0.98,any side vs none
A4_any_torus,MAI_worse_rank,rank_normal,True,31,ok,-0.04741491917477832,0.5847051018115863,-1.1934369187254874,1.0986070803759307,-0.020027249899432883,0.3800056330397294,-0.7648246045796466,0.7247701047807809,0.4789844703715935,0.2072866290613452,40,2,strong,0.98,any side vs none
A4_any_torus,OHIP_worse,raw_z,False,40,ok,-0.524274799592324,0.28373027845822074,-1.0803861453704366,0.03183654618578857,-0.39657355936310307,0.24676756203238273,-0.880229093499327,0.08708197477312074,0.05401914517411779,0.09262051356572076,40,2,strong,0.98,any side vs none
A4_any_torus,OHIP_worse,raw_z,True,34,ok,-0.7490508042212921,0.39098568633695496,-1.5153827494417238,0.017281140999139577,-0.4648218800182568,0.3079984299550893,-1.0684877100251144,0.13884394998860078,0.06562771814899843,0.08477066724371662,40,2,strong,0.98,any side vs none
A4_any_torus,OHIP_worse_rank,rank_normal,False,40,ok,-0.4138260728163508,0.3427411453595141,-1.0855987177209985,0.2579465720882968,-0.28153617424210853,0.282699097007348,-0.8356162228385058,0.2725438743542886,0.15965268208363137,0.1718177516458479,40,2,strong,0.98,any side vs none
A4_any_torus,OHIP_worse_rank,rank_normal,True,34,ok,-0.6324890035029077,0.43163922505876695,-1.4785018846180908,0.21352387761227554,-0.36240602698154006,0.32673233790580075,-1.0027896418614808,0.2779775878984005,0.13367557471177727,0.13245356136516762,40,2,strong,0.98,any side vs none
A4_any_torus,GOHAI_worse,raw_z,False,40,ok,-0.22086228805384123,0.33705145870540587,-0.8814831471164367,0.43975857100875426,-0.1518564694679323,0.27948086380930776,-0.6996288969023194,0.39591595796645473,0.29344375462267125,0.24264841520408797,40,2,strong,0.98,any side vs none
A4_any_torus,GOHAI_worse,raw_z,True,34,ok,-0.39710567116354106,0.4273231904178528,-1.2346591243825327,0.4404477820554505,-0.22948507937079277,0.32484833448742423,-0.8661761154039651,0.40720595666237946,0.23995802104599057,0.1898672595857681,40,2,strong,0.98,any side vs none
A4_any_torus,GOHAI_worse_rank,rank_normal,False,40,ok,-0.09460574282329062,0.343599209326177,-0.7680601931025974,0.5788487074560162,-0.06425965584976477,0.28318001694823836,-0.6192822902097542,0.49076297851022455,0.4102423620617224,0.26927826764677665,40,2,strong,0.98,any side vs none
A4_any_torus,GOHAI_worse_rank,rank_normal,True,34,ok,-0.3597578151579716,0.40644399027292644,-1.1563880360929075,0.43687240577696423,-0.2166188942671524,0.31538697611631117,-0.8347660086481167,0.40152822011381173,0.24609327519633256,0.19806705039091344,40,2,strong,0.98,any side vs none
A5_lingual_pouch_risk,MAI_worse,raw_z,False,35,ok,-0.3426893723567421,0.39117016087589174,-1.10938288767349,0.4240041429600057,-0.2125790244142067,0.3080885834852901,-0.8164215520933372,0.39126350326492354,0.24509923506852604,0.20224804231659332,41,5,strong,0.98,"bilateral mean, best-to-worst"
A5_lingual_pouch_risk,MAI_worse,raw_z,True,32,ok,-0.5581159483752662,0.4974563737362447,-1.5331304408983057,0.4168985441477733,-0.28048122355465577,0.3526506429122967,-0.9716637827876528,0.410701335678341,0.21320452720443606,0.16408874932704942,41,5,strong,0.98,"bilateral mean, best-to-worst"
A5_lingual_pouch_risk,MAI_worse_rank,rank_normal,False,35,ok,-0.25938152173450707,0.41475949099874637,-1.0723101240920498,0.5535470806230358,-0.15365277776736713,0.31922509426160606,-0.779322465481519,0.47201690994678464,0.3151408077109618,0.2198370630172255,41,5,strong,0.98,"bilateral mean, best-to-worst"
A5_lingual_pouch_risk,MAI_worse_rank,rank_normal,True,32,ok,-0.45754733810797305,0.519645009784589,-1.4760515572857675,0.5609568810698213,-0.21996159567767534,0.3602982687231648,-0.9261332260672127,0.48621003471186186,0.27076577879211094,0.1823278271949884,41,5,strong,0.98,"bilateral mean, best-to-worst"
A5_lingual_pouch_risk,OHIP_worse,raw_z,False,41,ok,0.3975816587099369,0.5468029695092671,-0.6741521615282265,1.4693154789481002,0.1810502618830691,0.36899227358321607,-0.5421613049135849,0.904261828679723,0.6881670206409227,0.1899421438755896,41,5,strong,0.98,"bilateral mean, best-to-worst"
A5_lingual_pouch_risk,OHIP_worse,raw_z,True,35,ok,0.87439774618824,0.6549917144384275,-0.4093860141110779,2.1581815064875576,0.32193649843715616,0.39743526453906586,-0.457022306245562,1.100895303119874,0.791039987196809,0.14408053548756106,41,5,strong,0.98,"bilateral mean, best-to-worst"
A5_lingual_pouch_risk,OHIP_worse_rank,rank_normal,False,41,ok,0.5408422033289919,0.5192284958324157,-0.47684564850254274,1.5585300551605266,0.2602213456387449,0.3601593480239126,-0.44567800518355105,0.9661206964610406,0.7650117415198247,0.1695959997239488,41,5,strong,0.98,"bilateral mean, best-to-worst"
A5_lingual_pouch_risk,OHIP_worse_rank,rank_normal,True,35,ok,1.0046179295470765,0.6755488816176637,-0.31945787842354423,2.328693737517697,0.35555841979587627,0.4018942573644465,-0.4321398502319104,1.143256689823663,0.8118424972850771,0.13392949808854898,41,5,strong,0.98,"bilateral mean, best-to-worst"
A5_lingual_pouch_risk,GOHAI_worse,raw_z,False,41,ok,-0.40107183623482345,0.48377321810225227,-1.3492673437152378,0.547123671245591,-0.20714957148533503,0.3476744356748337,-0.8885789437532969,0.4742798007826267,0.2756494805231984,0.1904698729078581,41,5,strong,0.98,"bilateral mean, best-to-worst"
A5_lingual_pouch_risk,GOHAI_worse,raw_z,True,35,ok,-0.022617398991083462,0.5516554358805119,-1.1038620533168868,1.05862725533472,-0.010200447039174897,0.37047266965163245,-0.7363135368127798,0.7159126427344298,0.4890170697386359,0.21270368766500158,41,5,strong,0.98,"bilateral mean, best-to-worst"
A5_lingual_pouch_risk,GOHAI_worse_rank,rank_normal,False,41,ok,-0.41766644568051875,0.4545356178302327,-1.3085562566277749,0.4732233652667374,-0.22868158228912996,0.3363324118348531,-0.8878809963189351,0.43051783174067515,0.24827525334423156,0.18678514073945018,41,5,strong,0.98,"bilateral mean, best-to-worst"
A5_lingual_pouch_risk,GOHAI_worse_rank,rank_normal,True,35,ok,-0.02647177519233493,0.5339544705159784,-1.0730225374036526,1.0200789870189828,-0.012367506200963154,0.36496713839097683,-0.7276899529879236,0.7029549405859972,0.48648377758670863,0.21579241943416766,41,5,strong,0.98,"bilateral mean, best-to-worst"
A6_firm_gingiva_risk,MAI_worse,raw_z,False,35,ok,0.26887011327460647,0.47516242862837277,-0.6624482468370041,1.2001884733862171,0.14127878950283873,0.3444366137506175,-0.5338045684053052,0.8163621474109826,0.659160679868717,0.21049651662941105,41,5,strong,0.98,"bilateral mean, best-to-worst"
A6_firm_gingiva_risk,MAI_worse,raw_z,True,32,ok,0.3858587059601395,0.6116477909737847,-0.8129709643484786,1.5846883762687576,0.15456283296035309,0.3871148170021097,-0.6041682662455958,0.913293932166302,0.6551523893558165,0.18855493129169992,41,5,strong,0.98,"bilateral mean, best-to-worst"
A6_firm_gingiva_risk,MAI_worse_rank,rank_normal,False,35,ok,-0.06080488599566592,0.5179322854679907,-1.0759521655129278,0.9543423935215959,-0.029331613128529575,0.35972590889875217,-0.7343814388760206,0.6757182126189611,0.4675067412504833,0.21827128232365245,41,5,strong,0.98,"bilateral mean, best-to-worst"
A6_firm_gingiva_risk,MAI_worse_rank,rank_normal,True,32,ok,0.10891522638376502,0.6520331363986448,-1.1690697209575789,1.3869001737251088,0.04033017711374312,0.3967714664034322,-0.7373276071301282,0.8179879613576142,0.5404811117282557,0.1979815865984102,41,5,strong,0.98,"bilateral mean, best-to-worst"
A6_firm_gingiva_risk,OHIP_worse,raw_z,False,41,ok,0.5483191667556591,0.6213040440536426,-0.6694367595894803,1.7660750931007985,0.215527921462167,0.3895284988335546,-0.5479339072035526,0.9789897501278866,0.7099725840082933,0.1744292321613342,41,5,strong,0.98,"bilateral mean, best-to-worst"
A6_firm_gingiva_risk,OHIP_worse,raw_z,True,35,ok,0.7297800894243056,0.6897135152082853,-0.6220584003839336,2.081618579232545,0.251403930613125,0.40481701929073544,-0.5420228475255728,1.0448307087518227,0.7327103966859931,0.16151820566995673,41,5,strong,0.98,"bilateral mean, best-to-worst"
A6_firm_gingiva_risk,OHIP_worse_rank,rank_normal,False,41,ok,0.6839180581307157,0.5479733409641007,-0.3901096901589215,1.757945806420353,0.3107166092268896,0.36935129787007576,-0.4131986322415846,1.0346318506953636,0.7998959235227018,0.15109749726708172,41,5,strong,0.98,"bilateral mean, best-to-worst"
A6_firm_gingiva_risk,OHIP_worse_rank,rank_normal,True,35,ok,0.8006915290927059,0.62611843133597,-0.4265005963257953,2.027883654511207,0.31178397043965583,0.39070661403496293,-0.45398692159046333,1.0775548624697748,0.7875648235935819,0.14793710620874084,41,5,strong,0.98,"bilateral mean, best-to-worst"
A6_firm_gingiva_risk,GOHAI_worse,raw_z,False,41,ok,0.5824525523200031,0.5679320257795578,-0.5306942182079301,1.6955993228479365,0.25432530871614917,0.37528471221390824,-0.4812192111715901,0.9898698286038883,0.7510146932087229,0.167908567435387,41,5,strong,0.98,"bilateral mean, best-to-worst"
A6_firm_gingiva_risk,GOHAI_worse,raw_z,True,35,ok,0.9286235595045558,0.5754806246378752,-0.1993184647856796,2.056565583794791,0.39945749858943863,0.3774384556392572,-0.34030828084392456,1.1392232780228015,0.8550493359104241,0.12090326664382733,41,5,strong,0.98,"bilateral mean, best-to-worst"
A6_firm_gingiva_risk,GOHAI_worse_rank,rank_normal,False,41,ok,0.7256759478913044,0.5310665181917698,-0.3152144277645643,1.7665663235471731,0.3409928489836771,0.3640409113081905,-0.37251422607951656,1.0544999240468704,0.825540532395548,0.1411131873861925,41,5,strong,0.98,"bilateral mean, best-to-worst"
A6_firm_gingiva_risk,GOHAI_worse_rank,rank_normal,True,35,ok,0.96333687668785,0.5345511547307034,-0.08438338658432853,2.0110571399600286,0.44953148882712807,0.36515751139135816,-0.26616408218420856,1.1652270598384646,0.8908501374324638,0.10305848050534984,41,5,strong,0.98,"bilateral mean, best-to-worst"
A7_tuberculum_shape_risk,MAI_worse,raw_z,False,35,ok,-0.2500653830382183,0.6005113227920925,-1.4270675757107196,0.9269368096342832,-0.10238278395136215,0.38424469474214723,-0.855488546896558,0.6507229789938335,0.3949455443897219,0.19832611828259383,41,5,strong,0.98,"bilateral mean, best-to-worst"
A7_tuberculum_shape_risk,MAI_worse,raw_z,True,32,ok,-0.13877478416798056,0.6469759070525918,-1.4068475619910603,1.1292979936550993,-0.05189178399385419,0.39562354365141045,-0.8272996809867288,0.7235161129990202,0.44782256939596926,0.19787735607663415,41,5,strong,0.98,"bilateral mean, best-to-worst"
A7_tuberculum_shape_risk,MAI_worse_rank,rank_normal,False,35,ok,-0.2052345197572623,0.5402526499770582,-1.2641297137122964,0.8536606741977719,-0.0946875687927766,0.36695954102537437,-0.813915052985859,0.6245399154003055,0.3981908272600222,0.20790725475597222,41,5,strong,0.98,"bilateral mean, best-to-worst"
A7_tuberculum_shape_risk,MAI_worse_rank,rank_normal,True,32,ok,-0.18211299433523268,0.6104799750718177,-1.3786537454759953,1.01442775680553,-0.07311592553814976,0.38681824140707344,-0.831265747259134,0.6850338961828345,0.42503903525562364,0.20046112684154838,41,5,strong,0.98,"bilateral mean, best-to-worst"
A7_tuberculum_shape_risk,OHIP_worse,raw_z,False,41,ok,-0.7632051722984288,0.4154637850123782,-1.57751419092269,0.051103846325832425,-0.45148298039971374,0.31954587271846646,-1.0777813823363283,0.17481542153690072,0.07884412129052565,0.09348929493117897,41,5,strong,0.98,"bilateral mean, best-to-worst"
A7_tuberculum_shape_risk,OHIP_worse,raw_z,True,35,ok,-0.5521223188481241,0.44111597327117663,-1.4167096264596304,0.312464988763382,-0.3104718038889527,0.33078531049077287,-0.958799099065767,0.3378554912878614,0.17397062950243014,0.15497606642235207,41,5,strong,0.98,"bilateral mean, best-to-worst"
A7_tuberculum_shape_risk,OHIP_worse_rank,rank_normal,False,41,ok,-0.7872757068908924,0.4078011937127482,-1.5865660465678788,0.012014632786094048,-0.47277941218600583,0.3160198376354348,-1.0921669123516535,0.14660808797964187,0.06732116475308063,0.08412206788976029,41,5,strong,0.98,"bilateral mean, best-to-worst"
A7_tuberculum_shape_risk,OHIP_worse_rank,rank_normal,True,35,ok,-0.5777582801441835,0.45344238606347453,-1.4665053568285935,0.3109887965402266,-0.31702458426128666,0.33588877894409724,-0.975354493802853,0.34130532528027957,0.17262622630104946,0.15190040842785058,41,5,strong,0.98,"bilateral mean, best-to-worst"
A7_tuberculum_shape_risk,GOHAI_worse,raw_z,False,41,ok,-0.4771592449963834,0.508317082102208,-1.4734607259167112,0.5191422359239444,-0.23464405233490093,0.3564575422331851,-0.9332879971296092,0.4639998924598071,0.2551834558627827,0.17890078581176116,41,5,strong,0.98,"bilateral mean, best-to-worst"
A7_tuberculum_shape_risk,GOHAI_worse,raw_z,True,35,ok,-0.19067230804649646,0.5802104333354029,-1.3278847573838861,0.9465401412908931,-0.08125552306172559,0.3787635403906421,-0.8236184208842663,0.661107374760815,0.4150675248510755,0.20360397881417747,41,5,strong,0.98,"bilateral mean, best-to-worst"
A7_tuberculum_shape_risk,GOHAI_worse_rank,rank_normal,False,41,ok,-0.4592060790007276,0.5233036873461338,-1.4848813061991497,0.5664691481976947,-0.2191509633832433,0.36151113000984153,-0.9276997582129101,0.4893978314464232,0.2721882982572449,0.18218886658245348,41,5,strong,0.98,"bilateral mean, best-to-worst"
A7_tuberculum_shape_risk,GOHAI_worse_rank,rank_normal,True,35,ok,-0.1689035403361707,0.6161125450794476,-1.3764841286918879,1.0386770480195464,-0.06706836511890907,0.3882393359041027,-0.8280034808726988,0.6938667506348806,0.4314239500374163,0.20031865287026446,41,5,strong,0.98,"bilateral mean, best-to-worst"
A8_inclination_risk,MAI_worse,raw_z,False,35,ok,0.1729493519419104,0.41222555542233097,-0.6350127366858582,0.980911440569679,0.10296322578086747,0.3180654619008208,-0.5204336242708382,0.726360075832573,0.6269238845062779,0.23458483964294685,41,3,strong,0.98,bilateral mean; 2 and validation category 3 grouped
A8_inclination_risk,MAI_worse,raw_z,True,32,ok,0.15740419308328252,0.4830328990488141,-0.7893402890523931,1.104148675218958,0.08141807630022305,0.3473993336230201,-0.5994721058541113,0.7623082584545571,0.5926489977218882,0.22056932934323886,41,3,strong,0.98,bilateral mean; 2 and validation category 3 grouped
A8_inclination_risk,MAI_worse_rank,rank_normal,False,35,ok,0.015464766418779028,0.42422337079444644,-0.816013040338336,0.846942573175894,0.008991865369391954,0.3234802767380177,-0.6250178267461727,0.6430015574849566,0.5110880743533853,0.2426925074367351,41,3,strong,0.98,bilateral mean; 2 and validation category 3 grouped
A8_inclination_risk,MAI_worse_rank,rank_normal,True,32,ok,0.05277986685416615,0.48525874991141893,-0.898327282972215,1.0038870166805474,0.027179438810394807,0.3482246195794904,-0.6553282740955679,0.7096871517163574,0.5311064393555993,0.22534983567100175,41,3,strong,0.98,bilateral mean; 2 and validation category 3 grouped
A8_inclination_risk,OHIP_worse,raw_z,False,41,ok,0.2649012383209829,0.42324909101884134,-0.5646669800759461,1.0944694567179118,0.1543210642616771,0.3230476935704415,-0.4788407804251199,0.7874829089484741,0.6835694290764114,0.217665748189448,41,3,strong,0.98,bilateral mean; 2 and validation category 3 grouped
A8_inclination_risk,OHIP_worse,raw_z,True,35,ok,0.5794634399404957,0.4392132899499143,-0.28139460836133645,1.4403214882423279,0.32707866477908853,0.32998071613469154,-0.3196716544376421,0.9738289839958191,0.839207350662152,0.14788788713776202,41,3,strong,0.98,bilateral mean; 2 and validation category 3 grouped
A8_inclination_risk,OHIP_worse_rank,rank_normal,False,41,ok,0.4047736593772762,0.40834859974177673,-0.3955895961166062,1.2051369148711586,0.24281646048735003,0.3162743786841048,-0.37706993096627806,0.8627028519409781,0.7786791373873121,0.18659354908720854,41,3,strong,0.98,bilateral mean; 2 and validation category 3 grouped
A8_inclination_risk,OHIP_worse_rank,rank_normal,True,35,ok,0.6593466853669847,0.43425184755490165,-0.19178693584062256,1.510480306574592,0.3758463123961977,0.32786111234716864,-0.26674965973549336,1.0184422845278887,0.8741765384859013,0.12673657813736472,41,3,strong,0.98,bilateral mean; 2 and validation category 3 grouped
A8_inclination_risk,GOHAI_worse,raw_z,False,41,ok,0.056504207224409644,0.41907129634401397,-0.7648755336098577,0.877883948058677,0.03318929295386042,0.32117854237507487,-0.596309082708358,0.6626876686160788,0.5411518317229276,0.24320759035863193,41,3,strong,0.98,bilateral mean; 2 and validation category 3 grouped
A8_inclination_risk,GOHAI_worse,raw_z,True,35,ok,0.34866393407075347,0.41497938915194865,-0.4646956686670659,1.1620235368085727,0.20645275674840913,0.31932532083291076,-0.41941337143579394,0.8323188849326121,0.7410312607853919,0.2008222896506387,41,3,strong,0.98,bilateral mean; 2 and validation category 3 grouped
A8_inclination_risk,GOHAI_worse_rank,rank_normal,False,41,ok,0.27558969002213385,0.4091874881608655,-0.5264177867731624,1.07759716681743,0.1650496998531733,0.31666366360880044,-0.45559967603258267,0.7856990757389292,0.6988913303177289,0.21732687642582654,41,3,strong,0.98,bilateral mean; 2 and validation category 3 grouped
A8_inclination_risk,GOHAI_worse_rank,rank_normal,True,35,ok,0.5639901445879205,0.40685082430765135,-0.23343747105507606,1.3614177602309172,0.33932171639346603,0.31557694697715316,-0.2791977340328606,0.9578411668197926,0.8588668933297685,0.14217432829625143,41,3,strong,0.98,bilateral mean; 2 and validation category 3 grouped
A9_mobility_risk,MAI_worse,raw_z,False,35,ok,-0.2633454484730134,0.564466157414538,-1.3696991170055077,0.8430082200594811,-0.11578228973745482,0.37427952323920616,-0.8493566754371212,0.6177920959622114,0.37852874836320277,0.20105325920243422,41,5,strong,0.98,"bilateral mean, best-to-worst"
A9_mobility_risk,MAI_worse,raw_z,True,32,ok,-0.31217970439061904,0.6575616900726308,-1.6010006169329754,0.9766412081517372,-0.11437041307301063,0.39800727949553266,-0.894450346469022,0.6657095203230005,0.3869192649039585,0.19052071441613527,41,5,strong,0.98,"bilateral mean, best-to-worst"
A9_mobility_risk,MAI_worse_rank,rank_normal,False,35,ok,-0.3204544726754837,0.5717593226329807,-1.4411027450361258,0.8001937996851585,-0.13886705985274123,0.37638274569267266,-0.876563685812678,0.5988295661071954,0.3560818573607591,0.19604439856894873,41,5,strong,0.98,"bilateral mean, best-to-worst"
A9_mobility_risk,MAI_worse_rank,rank_normal,True,32,ok,-0.3348543554760449,0.648470797044838,-1.6058571176839274,0.9361484067318376,-0.12484980492246453,0.395964618308371,-0.9009261959590211,0.6512265861140919,0.37626487105151213,0.18991244787626727,41,5,strong,0.98,"bilateral mean, best-to-worst"
A9_mobility_risk,OHIP_worse,raw_z,False,41,ok,0.6856692215079613,0.5879125403799857,-0.46663935763681075,1.8379778006527334,0.28778620130410143,0.38088193925944724,-0.4587286820061878,1.0343010846143905,0.7750490223706272,0.15668692133542467,41,5,strong,0.98,"bilateral mean, best-to-worst"
A9_mobility_risk,OHIP_worse,raw_z,True,35,ok,0.9473711867423771,0.5462833774058827,-0.12334423297315311,2.0180866064579073,0.43185954046235453,0.3688324801407958,-0.2910388369421901,1.154757917866899,0.8791770188632664,0.1094748385936578,41,5,strong,0.98,"bilateral mean, best-to-worst"
A9_mobility_risk,OHIP_worse_rank,rank_normal,False,41,ok,0.744835822657521,0.532314811922087,-0.2985012087097695,1.7881728540248116,0.34912495161593676,0.36444224828884114,-0.3651687294749962,1.0634186327068695,0.8309612027813322,0.13821376945103286,41,5,strong,0.98,"bilateral mean, best-to-worst"
A9_mobility_risk,OHIP_worse_rank,rank_normal,True,35,ok,0.9660917735848854,0.5316763915693699,-0.07599395389107955,2.0081775010608505,0.45341112998406397,0.3642371781720274,-0.2604806210636086,1.1673028810317363,0.8934017481717025,0.10161943676073754,41,5,strong,0.98,"bilateral mean, best-to-worst"
A9_mobility_risk,GOHAI_worse,raw_z,False,41,ok,0.586728561233051,0.5718308148400006,-0.5340598358533503,1.7075169583194523,0.25421934189406387,0.37640313779034307,-0.48351725184287614,0.9919559356310037,0.7502863514098148,0.16767011640456347,41,5,strong,0.98,"bilateral mean, best-to-worst"
A9_mobility_risk,GOHAI_worse,raw_z,True,35,ok,0.9401989782296325,0.516201798071889,-0.07155654599126993,1.951954502450535,0.45511325027977173,0.3591446203232594,-0.24879727079512876,1.159023771354672,0.8974606887281666,0.10029250070919182,41,5,strong,0.98,"bilateral mean, best-to-worst"
A9_mobility_risk,GOHAI_worse_rank,rank_normal,False,41,ok,0.6945970361801481,0.5407002069237721,-0.36517536939044515,1.7543694417507414,0.3201753654689829,0.36709970018663357,-0.3993268256322708,1.0396775565702365,0.8084436791704654,0.1481384143906893,41,5,strong,0.98,"bilateral mean, best-to-worst"
A9_mobility_risk,GOHAI_worse_rank,rank_normal,True,35,ok,0.9869043829475975,0.49670700555245173,0.013358652064792143,1.960450113830403,0.4967127636994924,0.35238337147797943,-0.1939459531481464,1.187371480547131,0.920668220439048,0.0849321035799697,41,5,strong,0.98,"bilateral mean, best-to-worst"
A11_floor_of_mouth_risk,MAI_worse,raw_z,False,35,ok,0.2698207201768884,0.41510250046334746,-0.5437801807312725,1.0834216210850494,0.15972902920827897,0.31938140491574063,-0.46624702175837657,0.7857050801749343,0.6915047089279419,0.21778008261192533,41,3,strong,0.98,best-to-worst
A11_floor_of_mouth_risk,MAI_worse,raw_z,True,32,ok,0.10365195348569017,0.49908275278801506,-0.8745502419788194,1.0818541489501996,0.05192113841483789,0.3532286481328296,-0.6403942902332797,0.7442365670629554,0.5584301096810866,0.22056983013368214,41,3,strong,0.98,best-to-worst
A11_floor_of_mouth_risk,MAI_worse_rank,rank_normal,False,35,ok,-0.03301897707712021,0.39134804433317594,-0.800061143970145,0.7340231898159046,-0.02047544801719118,0.30817547007420076,-0.624488270281326,0.5835373742469435,0.4735134140965886,0.25389168445721555,41,3,strong,0.98,best-to-worst
A11_floor_of_mouth_risk,MAI_worse_rank,rank_normal,True,32,ok,-0.17809327326811153,0.4752679301475476,-1.1096184163573048,0.7534318698210817,-0.09356004714071034,0.34447679206645687,-0.768722153100859,0.5816020588194382,0.39296463183685537,0.22036422124018368,41,3,strong,0.98,best-to-worst
A11_floor_of_mouth_risk,OHIP_worse,raw_z,False,41,ok,0.1330196813686263,0.4030767722234572,-0.6570107921893499,0.9230501549266025,0.08062367940976706,0.31380591654744655,-0.5344246151588101,0.6956719739783441,0.6013805504555689,0.2421714943302513,41,3,strong,0.98,best-to-worst
A11_floor_of_mouth_risk,OHIP_worse,raw_z,True,35,ok,0.34779654169888913,0.48130106133336215,-0.5955535385145008,1.291146621912279,0.1805232159391027,0.34675339394583465,-0.4991009477117626,0.8601473795899678,0.6986806903562714,0.1989256071801122,41,3,strong,0.98,best-to-worst
A11_floor_of_mouth_risk,OHIP_worse_rank,rank_normal,False,41,ok,0.4356891680489231,0.3930182681741172,-0.3346266375723467,1.206004973670193,0.2693007649681722,0.308989093141294,-0.33630672920445653,0.8749082591408006,0.808274207623668,0.17586767152849858,41,3,strong,0.98,best-to-worst
A11_floor_of_mouth_risk,OHIP_worse_rank,rank_normal,True,35,ok,0.6372308034872094,0.4838161726170135,-0.31104889484213705,1.5855105018165558,0.3290950458808991,0.3476903788074947,-0.3523655743528792,1.0105556661146773,0.8280576626635638,0.14640100287629398,41,3,strong,0.98,best-to-worst
A11_floor_of_mouth_risk,GOHAI_worse,raw_z,False,41,ok,-0.2232577575555096,0.4512151858567059,-1.107639521834653,0.6611240067236339,-0.12304902319525861,0.33498049014604325,-0.779598719405078,0.5335006730145607,0.35668572732739534,0.21982026750876327,41,3,strong,0.98,best-to-worst
A11_floor_of_mouth_risk,GOHAI_worse,raw_z,True,35,ok,0.054277724408098894,0.5530617529236791,-1.029723311322312,1.13827876013851,0.02441083857867556,0.3708977164315789,-0.7025353275753692,0.75135700473272,0.5262376634942803,0.2120955790121093,41,3,strong,0.98,best-to-worst
A11_floor_of_mouth_risk,GOHAI_worse_rank,rank_normal,False,41,ok,-0.012234870281724769,0.438531112915306,-0.8717558515957246,0.847286111032275,-0.006915332622519484,0.3296911304462338,-0.6530980743194349,0.6392674090743956,0.4916327252069505,0.2382987327480917,41,3,strong,0.98,best-to-worst
A11_floor_of_mouth_risk,GOHAI_worse_rank,rank_normal,True,35,ok,0.26951929933213375,0.5523473395363219,-0.813081486159057,1.3521200848233246,0.1213859341062004,0.3706820143536625,-0.6051374637437377,0.8479093319561382,0.6283424538188411,0.20182264356433255,41,3,strong,0.98,best-to-worst
A12_spinae_present,MAI_worse,raw_z,False,35,ok,-0.508359514048994,0.3746939540385205,-1.2427596639644942,0.22604063586650613,-0.3255413016863038,0.29984323539600666,-0.9132232440704425,0.2621406406978348,0.1388047626063575,0.14804765900261163,41,2,strong,0.98,palpable/painful vs not palpable
A12_spinae_present,MAI_worse,raw_z,True,32,ok,-0.8041468681333602,0.49230686197349904,-1.7690683176014184,0.1607745813346979,-0.4083074341238928,0.350801826076705,-1.0958663789451188,0.279251510697333,0.12222696173170977,0.11606670135803843,41,2,strong,0.98,palpable/painful vs not palpable
A12_spinae_present,MAI_worse_rank,rank_normal,False,35,ok,-0.5300860693791138,0.35523975042143346,-1.2263559802051234,0.16618384144689569,-0.35226788928964176,0.2895908857768434,-0.9198555956633074,0.21531981708402387,0.11191002328418886,0.1326710878508639,41,2,strong,0.98,palpable/painful vs not palpable
A12_spinae_present,MAI_worse_rank,rank_normal,True,32,ok,-0.7532783107202065,0.5014372249208277,-1.7360952715650286,0.22953865012461572,-0.37555808097654164,0.3540604324525206,-1.0695037769341589,0.3183876149810754,0.14440916239786322,0.12859116592235909,41,2,strong,0.98,palpable/painful vs not palpable
A12_spinae_present,OHIP_worse,raw_z,False,41,ok,0.10681641172672127,0.3018176332110785,-0.48474614936699256,0.6983789728204352,0.07828959769277347,0.2583911575365362,-0.428147765002453,0.5847269603879998,0.619050758658258,0.28838285529243846,41,2,strong,0.98,palpable/painful vs not palpable
